1,Nowa nazwa kursu,Maxime consequatur ab animi sapiente nemo nihil. Inventore consequuntur dolor quaerat adipisci. Illum consequuntur sint modi corrupti voluptatem.,Zajęcia dodatkowe,8,836,2023-10-03,2024-10-15,1,22
102,Dolores quod et est error.,Ullam impedit dolore. Maxime sequi et qui sapiente molestiae. Totam corporis excepturi iste quo.,Semestralny,14,920,2024-02-19,2024-10-02,1,9
103,Fugit veniam qui corporis.,Numquam facilis atque soluta illum. Soluta architecto quis officia labore reprehenderit tenetur. Magni necessitatibus totam adipisci.,Zajęcia dodatkowe,37,678,2022-03-21,2022-06-22,1,24
104,Et quasi itaque repudiandae.,"Reiciendis velit expedita quia ipsum repudiandae.
Nesciunt libero sit architecto optio possimus quo perferendis. Commodi laborum harum dolore iure. Similique repellat ea aspernatur.",Roczny,53,9159,2022-12-04,2023-06-11,0,30
105,Deleniti id neque eos.,Ipsum fugiat sit et. Non dolores perferendis quis laborum eos voluptas atque. Vitae similique dolores nesciunt velit nesciunt.,Zajęcia dodatkowe,3,87,2024-04-16,2024-09-27,1,11
106,Molestias aliquid ad amet.,Consequatur quae error error fuga qui ea. Laboriosam pariatur dolores nesciunt.,Zajęcia dodatkowe,46,6062,2023-02-27,2024-10-25,1,18
107,A eum quos a.,"Quasi facere dolorum explicabo alias temporibus occaecati. Soluta atque quod placeat. Nisi maiores consectetur iure ex.
Pariatur quam tenetur cum.",Zajęcia dodatkowe,48,8610,2023-09-29,2024-04-20,0,16
108,Quisquam soluta in nihil.,Iusto aliquam totam dignissimos consectetur libero. Impedit necessitatibus fuga iste est dolorum cumque.,Zajęcia dodatkowe,5,907,2021-11-20,2023-07-03,0,9
109,Aut culpa quo magnam.,Vel unde consectetur reprehenderit dolorum eligendi nisi. Corrupti nesciunt ea eum. Similique accusamus quas asperiores quo optio ipsum.,Inne,49,3512,2023-08-14,2023-12-27,1,29
110,Facere doloremque vel.,"Consequuntur facere harum omnis.
Ad sit libero ipsum. In ut quod vitae maxime libero illum. Culpa suscipit quaerat cumque eos iure.",Inne,24,3244,2022-02-26,2024-06-19,0,11
111,Nobis ipsum libero ea.,"Error dicta qui esse corrupti ab perspiciatis. Accusamus veritatis tenetur repudiandae itaque explicabo similique.
Libero eveniet neque ipsam error excepturi. Odio nesciunt modi distinctio.",Roczny,43,2385,2024-10-23,2024-10-24,0,29
112,Sapiente ipsum sequi quae.,Asperiores corrupti inventore quisquam odio saepe illum. Labore voluptate saepe provident officiis quidem sed earum.,Inne,32,5309,2022-05-24,2024-09-12,1,26
113,Quidem quam est iste.,"Eos officiis ab doloremque. Tempora voluptas amet eos architecto quia explicabo. Deleniti debitis in reiciendis quos aliquid molestias.
Fuga eum labore.",Zajęcia dodatkowe,51,9569,2022-11-14,2023-07-16,0,11
114,Aut deserunt facere.,Similique quia rem eligendi qui fugiat vitae hic. Placeat voluptatum saepe nam quo autem. Vitae eum iure sequi dolorum.,Inne,7,408,2023-01-24,2023-02-21,1,5
115,Possimus neque incidunt ut.,Commodi nisi dolorem corporis tempore impedit. Dicta ut doloremque voluptates consectetur aliquam.,Inne,46,9030,2024-09-11,2024-10-19,1,21
116,Nihil ratione ratione.,Laboriosam sed ex libero cupiditate qui dolores. Ratione veniam illo aut officia.,Diagnostyczny,60,1250,2021-11-30,2024-09-24,0,13
117,Laborum minus animi iusto.,"Tempore a nam. Placeat excepturi sint soluta voluptates.
Sequi ratione ea facilis voluptatum cum. Odio quas officiis labore pariatur alias.",Inne,52,1477,2022-04-24,2022-11-11,1,9
118,Voluptatem rem laboriosam.,"Odit accusamus commodi magni voluptatibus ipsam quia. Fugiat architecto maiores expedita assumenda possimus. Maiores incidunt ea modi.
Commodi eaque veritatis. Nulla provident alias atque.",Roczny,19,2898,2024-09-12,2024-10-26,0,16
119,Alias rerum ab qui.,"Eum nisi eius voluptatem saepe neque fuga tempore. Incidunt laborum illo odit totam.
Asperiores quasi eos quo eveniet inventore.",Semestralny,5,751,2023-06-09,2024-03-11,0,29
120,Quo beatae quis.,"Aliquam quis architecto praesentium culpa reiciendis. Ab nostrum perferendis repellendus doloribus corrupti.
Minus explicabo consectetur quos minus voluptas nisi.",Roczny,6,36,2022-06-06,2023-02-23,1,21
121,Aliquam eum quo.,Dolore velit ex tenetur. Quo quia quibusdam quisquam voluptas voluptatum. Perferendis aliquid tempora suscipit libero ipsum.,Roczny,55,10248,2022-08-01,2024-07-09,0,9
122,Saepe nemo minus illo iusto.,Suscipit itaque laudantium iusto. Eius quibusdam mollitia asperiores voluptatum praesentium et deserunt. Aperiam neque ipsam blanditiis. Quidem saepe provident recusandae beatae magnam quidem.,Semestralny,5,522,2022-08-13,2024-03-04,0,18
123,Accusantium voluptates non.,"Repudiandae perferendis fuga accusamus autem non velit. Aspernatur quo nihil voluptatibus nulla.
Iure magni voluptates possimus pariatur. Consequuntur tempore alias minus quae impedit.",Inne,34,747,2024-05-10,2024-08-22,0,17
124,Quae numquam ut doloribus.,"Iste consequatur illo labore nostrum. Illum sed quidem qui quaerat odio. Vero minus enim doloremque quasi.
Veritatis natus ducimus cumque. Atque inventore earum sunt est.",Diagnostyczny,39,4956,2023-11-23,2023-12-23,1,13
125,Corporis labore dolorem.,Praesentium explicabo commodi accusamus at. Commodi fugiat saepe hic accusamus suscipit provident.,Zajęcia dodatkowe,50,297,2023-02-26,2023-03-26,1,12
126,Rem unde tempore non nostrum.,"Corrupti ducimus ducimus accusantium.
Iure hic officia voluptates dolore. Facere vero omnis iure quo esse illum. Cupiditate impedit adipisci quo.",Inne,26,909,2022-03-11,2024-04-12,1,10
127,Minus dolorum inventore id.,Mollitia tenetur aut ea molestiae cupiditate. Incidunt assumenda qui consectetur. Nobis eligendi cum velit perspiciatis ea minima.,Inne,59,2570,2022-03-29,2022-11-05,1,22
128,Nobis et magnam quod.,Cumque maiores doloremque eos laboriosam voluptatem adipisci labore. Praesentium nam optio tenetur nesciunt amet incidunt modi.,Inne,16,2836,2023-11-03,2024-02-19,1,17
129,Ea illo voluptatum officiis.,Tempora illo consequatur eos ut. Aut totam veniam dolore.,Semestralny,12,910,2022-09-17,2024-09-29,1,22
130,Ipsa ea minima pariatur.,Eaque eius nesciunt quas error quis. Minus ut sint reprehenderit aliquam. Ipsa voluptatibus labore sunt.,Inne,9,875,2024-01-23,2024-09-16,1,27
131,Vero dolores illum veritatis.,Quisquam repudiandae iste sequi molestiae eum. Doloremque ab odio. Perspiciatis aspernatur veritatis praesentium incidunt odit quibusdam sed.,Diagnostyczny,20,3247,2024-07-26,2024-10-18,0,5
132,Eius cum veniam dicta.,"Numquam beatae animi cum enim placeat consectetur. Quisquam illo culpa.
Velit iste maiores aperiam laboriosam nisi sint. Perspiciatis eius dicta.",Diagnostyczny,57,9928,2022-04-18,2023-04-16,1,15
133,Id quo aspernatur.,Itaque dolorem perferendis atque. Quod ut facere veniam. Natus nemo nulla itaque quisquam accusantium nemo. Ullam aspernatur officia provident recusandae.,Diagnostyczny,55,7887,2024-05-09,2024-07-27,1,12
134,Adipisci dicta nisi eum.,"Officiis quam consectetur consequuntur.
Laborum sapiente libero ab harum itaque. Deserunt praesentium nemo minus animi hic alias. Magnam itaque aspernatur itaque voluptates eveniet explicabo minima.",Roczny,11,79,2024-02-23,2024-06-18,0,19
135,Itaque rem rerum et quas.,Atque ipsam iusto provident accusamus. Laudantium blanditiis ex dicta totam quod. Quidem rem iusto cupiditate.,Inne,18,120,2022-08-31,2024-02-25,1,12
136,Eum voluptatibus tempora.,"Placeat architecto aperiam. Dolor fugit autem eum sunt. Mollitia et deserunt reprehenderit at error consectetur.
Ea rem impedit repellat nulla corporis. Asperiores sed delectus error.",Semestralny,26,525,2024-10-20,2024-10-28,0,15
137,Fugit at atque maiores.,"Aliquid necessitatibus aperiam in. Cum vero fuga culpa commodi.
Harum nulla labore. Porro veritatis qui magni.",Zajęcia dodatkowe,39,3825,2022-04-28,2024-08-29,1,5
138,Nesciunt repudiandae cum.,"Cum eius distinctio corporis officiis.
Ea cupiditate unde rem. Accusantium reprehenderit fugiat possimus iusto est eveniet vel. Nisi ea voluptatem dolor quos iure amet.",Zajęcia dodatkowe,20,2997,2023-05-05,2024-02-16,0,8
139,Odit quidem est hic id ullam.,Rerum quo delectus maxime. Voluptatem maxime deserunt provident blanditiis eligendi. Cupiditate neque enim iste tempore commodi perspiciatis doloremque.,Semestralny,26,1869,2024-07-23,2024-08-23,1,9
140,Blanditiis at eum.,"Atque at harum vel. Provident harum ea quod.
Ullam nostrum saepe aut quidem. Ratione quae harum iure ut. Ipsa pariatur molestias accusantium.",Zajęcia dodatkowe,26,2342,2022-06-15,2022-07-03,1,9
141,Sit eveniet nobis ad maxime.,"Fuga reprehenderit asperiores ipsa voluptate.
Dicta cum non voluptatem dicta. Iste sequi architecto numquam dolorum.
Ipsa cum ab aliquid nostrum. Nam illum similique quod.",Inne,14,1116,2022-02-05,2022-11-24,0,17
142,Unde accusantium odit vitae.,Facere nobis facere aspernatur ab nesciunt molestias. Quia repellat voluptas architecto soluta ipsam nesciunt. Blanditiis facilis laudantium.,Inne,42,4258,2021-11-30,2023-03-09,1,28
143,Placeat id quia occaecati.,"Assumenda odit magni totam optio assumenda iste. Mollitia enim vitae dolores esse dolorum.
Consequatur inventore neque quod rem dolores ipsa tempora. Id fugiat iusto recusandae.",Inne,52,2943,2024-05-03,2024-10-24,1,26
144,Sequi tenetur nostrum beatae.,"Consequuntur illo minima fugiat laborum.
Iure placeat amet nobis ducimus id. Nisi praesentium necessitatibus quae eveniet nostrum et.",Diagnostyczny,8,691,2023-03-29,2024-09-07,0,17
145,Nostrum quis itaque eum.,Pariatur dolore omnis provident. Reprehenderit tempore vero fugit eos.,Roczny,59,4892,2024-01-16,2024-03-31,0,8
146,Nemo nobis nam.,Vel excepturi minus ducimus. Unde recusandae eveniet laudantium illum consequatur laboriosam tempore. Iure eos quas enim ipsam quisquam iusto. Ut asperiores deserunt fugiat quisquam alias.,Diagnostyczny,10,1012,2024-05-08,2024-06-19,1,12
147,Voluptates id consequuntur.,Voluptatum non similique. Qui voluptatibus recusandae nemo quaerat esse.,Inne,14,2301,2024-04-14,2024-05-22,0,24
148,Modi quam illo.,"Aliquid quaerat alias doloremque. Cumque dolor consectetur voluptates.
Eveniet beatae accusantium. Odit asperiores voluptate esse iusto. Debitis sint repellat libero pariatur impedit.",Diagnostyczny,53,6035,2023-04-17,2023-09-19,0,20
149,Animi molestiae dicta magni.,"Reiciendis quod placeat. Earum nemo sequi voluptate dolorem magni libero. Excepturi vel hic iure voluptatem.
Pariatur nobis soluta tempora asperiores. Et adipisci corrupti.",Zajęcia dodatkowe,19,1773,2022-02-27,2024-10-26,1,6
150,Aspernatur itaque velit.,"Odio minima doloremque impedit. Cupiditate ullam velit at. Molestiae deserunt quibusdam magnam repellat debitis.
Ab minus ad nostrum totam laborum. Eveniet officia quasi.",Inne,17,1700,2023-05-09,2023-10-10,0,15
151,Saepe quis eveniet quos.,"Accusamus explicabo provident quos. Dolore exercitationem aliquam numquam labore placeat. Omnis rem velit.
Saepe ipsum perferendis ad accusamus est blanditiis placeat.",Semestralny,2,346,2023-08-09,2024-08-13,1,20
152,Ipsum vero dolores maxime.,"Itaque doloribus suscipit sint ipsum. Asperiores magnam perferendis itaque. Quidem minima tenetur id.
Sapiente doloribus laboriosam necessitatibus. Placeat odit autem ea deleniti.",Roczny,16,406,2024-06-09,2024-10-10,1,5
153,Voluptate unde illo.,"Incidunt ut eaque. Nisi nobis earum adipisci.
Ullam mollitia quaerat a temporibus. Illum natus dignissimos id. Dolore tempora ad tenetur.
Molestias ipsam ipsa eveniet molestiae doloremque.",Semestralny,60,3772,2023-01-15,2023-11-08,1,7
154,Amet vitae id iure aliquam.,Soluta provident ipsam commodi odio quis quos deleniti. Ipsa quia ullam repellendus. Quo voluptas tempore beatae nihil error saepe.,Semestralny,8,1515,2023-11-09,2024-06-21,1,6
155,Repellendus cum adipisci.,Placeat sunt quibusdam atque eius doloremque dignissimos. Tenetur ducimus dolores maxime eaque non. Aperiam repudiandae distinctio consequuntur.,Roczny,9,1531,2022-03-05,2022-10-15,1,18
156,Autem sapiente dignissimos.,"Totam sint ipsam officiis ad. Quam earum dolor eius ipsum porro impedit.
Impedit optio quo numquam vero eligendi. Quasi deserunt possimus veniam officia.",Diagnostyczny,37,2160,2024-06-28,2024-07-09,0,20
157,Sequi quos quo unde optio.,"Modi cum exercitationem nesciunt nulla quidem. Ex odio ut ipsa numquam eaque culpa.
Quas minus harum quidem. Rerum asperiores sit quod earum.",Diagnostyczny,8,64,2024-07-15,2024-08-03,0,29
158,Ad doloribus odit ex aliquam.,Est veniam deserunt aut quia libero quae perferendis. Laudantium et placeat architecto vero voluptate esse.,Semestralny,51,2743,2024-03-24,2024-07-16,1,21
159,Aspernatur illo ipsum.,Perferendis debitis quia tempora vero. Amet error nobis architecto asperiores odio illum molestiae. Enim dolorum modi quod.,Zajęcia dodatkowe,52,6801,2022-09-30,2022-11-13,1,22
160,Sit culpa eligendi maxime.,"Modi libero quia enim. Corrupti repudiandae quasi esse.
Animi sint sunt quidem et amet vel. Accusamus facere distinctio. Quidem eum hic veniam provident perferendis.",Semestralny,6,1035,2023-02-09,2023-04-12,1,22
161,Porro explicabo praesentium.,Ullam accusamus necessitatibus eaque a. Aspernatur facilis nam harum explicabo. Laborum expedita quas dolor odio.,Semestralny,59,8347,2024-08-13,2024-10-08,1,21
162,Expedita ea nemo amet vel.,Tempora dignissimos nihil assumenda numquam quo. Occaecati dignissimos ipsa deleniti. Placeat quasi suscipit modi repellendus.,Zajęcia dodatkowe,34,1790,2024-02-10,2024-03-04,0,24
163,Saepe sed id at.,Nostrum cumque labore illum facere sunt. Illo non labore eaque vero in beatae. Et nostrum culpa eos.,Zajęcia dodatkowe,43,2078,2023-10-09,2024-04-13,1,8
164,Ducimus cum accusamus.,Vitae excepturi deleniti voluptatibus sit. Recusandae accusamus numquam iusto nisi excepturi illum voluptatum.,Roczny,25,3627,2022-12-19,2024-06-04,1,12
165,Similique id assumenda atque.,"Rerum voluptatibus dolor dolores alias repudiandae. Labore veniam necessitatibus sint atque quia. Placeat voluptates odit laudantium aliquam quae.
Mollitia saepe qui vitae distinctio.",Zajęcia dodatkowe,23,52,2023-06-08,2023-06-26,1,17
166,Ipsum quibusdam possimus.,Deleniti vero ad error saepe voluptate placeat corrupti. Corrupti expedita exercitationem maxime laudantium totam recusandae saepe. Iure maiores itaque excepturi.,Diagnostyczny,18,1261,2021-12-27,2024-08-17,1,9
167,Nobis natus vero consectetur.,"Recusandae totam odit nam placeat facere. Sapiente saepe dolorem itaque. Repudiandae consequuntur quisquam sunt sit recusandae.
Vero quae dignissimos ut nobis quam modi. Amet fugiat omnis architecto.",Semestralny,34,236,2022-08-17,2024-03-02,0,14
168,Asperiores qui vero quia.,"Eius dolore at nemo. Beatae libero repellat debitis cupiditate aliquid.
Nihil veniam minima animi nesciunt. Ratione beatae at vitae ipsa tempora. Molestias dolorem ducimus in libero.",Diagnostyczny,40,4712,2023-06-18,2023-09-13,0,7
169,Reiciendis ipsa corrupti.,Libero nisi accusamus in. Cupiditate dolor vero iste debitis dolore. Culpa itaque repellendus sapiente.,Diagnostyczny,29,5237,2024-10-15,2024-10-18,1,23
170,Quisquam omnis facere.,Libero dolor facilis aliquid voluptatibus eius aut. Corporis quis voluptas explicabo assumenda praesentium atque.,Semestralny,35,2223,2022-08-15,2022-11-03,0,15
171,Dolorem nam blanditiis in.,Similique officiis eum vitae dignissimos dolores.,Zajęcia dodatkowe,47,7532,2021-12-21,2022-01-03,0,26
172,Error nihil maxime.,Consequatur nesciunt inventore rem. Culpa veniam quam ipsum. Provident expedita exercitationem. Animi quia perferendis voluptates culpa ipsam.,Semestralny,46,3600,2023-01-14,2024-02-08,1,13
173,At cumque deserunt ratione.,Odit laborum aliquid voluptatum molestias minus cum. Ea voluptate repellat perferendis nulla.,Inne,54,7496,2022-09-25,2024-06-19,1,11
174,Quidem culpa alias quaerat.,Sed tempora dignissimos velit nobis doloremque. Voluptates est modi aliquid facere hic dolorem. Repudiandae voluptates officiis pariatur expedita fugit.,Roczny,11,30,2024-05-18,2024-05-22,0,18
175,Occaecati dolor quo quo.,"Optio voluptatum voluptatem fugiat.
Soluta laudantium minus consequatur ex quam. Porro nihil natus dolor repudiandae. Minus maiores tempora esse minima possimus incidunt.",Diagnostyczny,16,2169,2022-03-29,2023-10-19,1,13
176,Ut ipsa voluptatibus odit.,"Saepe non sapiente distinctio maxime. In odit rerum. Atque nostrum quos quasi magni.
Veritatis nisi deserunt tempora recusandae similique reiciendis. Qui dolorum ratione corporis suscipit.",Inne,12,1294,2021-12-15,2023-02-01,0,13
177,Voluptas aspernatur quisquam.,"Tenetur nihil sed voluptatum eius. Illo necessitatibus tenetur quas debitis.
Exercitationem velit voluptate beatae corrupti occaecati. Tempora maiores sunt saepe libero saepe.",Inne,51,8571,2024-09-22,2024-09-26,1,27
178,Perspiciatis sint quo iure.,Asperiores eveniet temporibus veritatis tenetur at. Ducimus adipisci officiis error eius. Soluta a officiis quas repellendus.,Zajęcia dodatkowe,57,8382,2022-10-24,2023-12-29,0,24
179,Officia fuga modi dicta ab.,"Sed id neque quia. Repellendus corrupti nesciunt doloribus laboriosam. Velit corrupti recusandae recusandae tempora illo velit.
Eligendi quisquam quas ullam illo laboriosam.",Diagnostyczny,46,6649,2023-03-27,2023-07-04,0,7
180,Cumque deserunt ad culpa.,Accusantium asperiores consequuntur officiis nisi doloribus incidunt. Quas repellat occaecati nam non.,Roczny,11,1539,2023-01-19,2023-06-16,0,22
181,Voluptas cumque nulla nobis.,Provident enim reiciendis quia ut totam dolore asperiores. Officiis vero soluta accusamus expedita beatae. Nesciunt tenetur molestiae magni.,Roczny,28,2142,2024-01-21,2024-07-15,0,19
182,Quos itaque nisi maiores.,Dolorum culpa vero. Dolores beatae at. Deserunt numquam impedit ducimus eligendi aliquid. Facilis non iusto.,Semestralny,36,6857,2023-11-19,2024-09-06,0,12
183,Nobis nemo incidunt eum.,Fugiat nulla aliquam id veritatis numquam. Quidem ab delectus tenetur odio mollitia. Atque minus assumenda nisi.,Inne,55,4574,2023-04-19,2023-10-03,0,28
184,Corporis consectetur vero at.,Architecto quaerat necessitatibus aliquid debitis tempora culpa asperiores. Quisquam autem molestiae voluptate quod placeat.,Inne,15,469,2023-05-06,2024-05-01,1,25
185,Qui quisquam facere magni.,Delectus pariatur placeat animi omnis eum. Rem dignissimos doloribus cumque consectetur. Cum laboriosam molestiae assumenda praesentium. Accusantium quidem odio iure repellendus corporis.,Diagnostyczny,58,8642,2022-12-05,2022-12-11,1,24
186,Totam reprehenderit et.,Delectus repudiandae maxime placeat accusamus reiciendis possimus. Recusandae aut reprehenderit optio iure. Quasi magni aut ex assumenda voluptatem perferendis.,Inne,47,6981,2022-04-08,2024-09-05,1,20
187,Libero dolores unde sint.,Magni quo quam explicabo fugit accusamus culpa deleniti. A laudantium officia pariatur ex asperiores. Autem debitis quos veniam ducimus dignissimos cum.,Inne,22,1307,2024-10-20,2024-10-26,0,30
188,Possimus labore beatae iure.,"Assumenda eaque quo sapiente. Nobis voluptatum occaecati recusandae quae. Aliquam quibusdam molestiae commodi molestias.
Cum temporibus aperiam ratione quasi sequi dolore. Animi hic voluptatem.",Diagnostyczny,45,1498,2023-11-11,2023-11-24,0,11
189,Libero cupiditate nemo.,Quia ipsam illum similique totam iste. Libero doloremque quibusdam esse reprehenderit. Earum velit illo id ducimus nulla ab.,Roczny,21,2195,2023-05-16,2024-08-18,1,17
190,Sint magni quod itaque.,"Quibusdam culpa maiores itaque ullam odit laboriosam. Molestias cum libero eos. Quam aut quaerat.
Officia omnis odit suscipit. Ipsam asperiores quo tempore recusandae earum.",Roczny,35,6462,2023-08-28,2023-11-05,1,24
191,Impedit beatae nam totam.,"Ex quibusdam maiores fugiat facilis.
Assumenda maxime distinctio a. In quaerat assumenda asperiores fugiat numquam. Vero numquam voluptatem ullam voluptatum exercitationem accusamus.",Semestralny,37,7255,2024-03-16,2024-04-15,0,10
192,Molestiae unde ipsam autem.,"Odio quaerat ipsum nihil cupiditate unde ex.
Iusto atque facere accusamus libero fuga. Est doloremque accusamus cumque aliquam. Doloribus expedita inventore nam necessitatibus nobis magni qui.",Zajęcia dodatkowe,14,220,2023-09-11,2023-10-20,0,18
193,Odio earum id eius.,Dicta at ipsa. Repellat blanditiis officiis accusamus commodi. Odit ex mollitia aperiam iure.,Diagnostyczny,47,6227,2023-07-27,2023-08-05,1,12
194,Autem dolorum odio saepe.,"Magnam ullam optio amet deserunt quaerat mollitia.
Aperiam quia soluta corporis sint non repellat.",Semestralny,29,3255,2023-05-10,2023-10-28,1,23
195,Tempore nihil illo earum.,Corporis quasi libero reiciendis accusantium exercitationem mollitia. Maxime dolorem eius commodi.,Semestralny,7,398,2023-01-28,2024-10-10,1,26
196,Aut similique vero in.,"Ea dolorum molestiae labore. Laudantium sint quisquam quisquam doloremque provident. Esse fugiat veniam provident dolores dolor.
Sit porro adipisci saepe beatae voluptas ab. Esse ex ipsa facere.",Roczny,30,4376,2022-12-24,2023-10-27,1,14
197,Dolorum fuga occaecati.,Doloremque consectetur molestias voluptatem sit neque facere. Voluptas dolorem optio tempore eius earum quis.,Semestralny,12,1721,2023-11-07,2024-06-20,0,17
198,Autem impedit aliquid odit.,Odio veritatis laboriosam nam nam nostrum doloribus. Quam magnam molestias iure. Quod libero eligendi animi molestias.,Semestralny,30,2531,2023-01-01,2024-05-31,1,25
199,Aut asperiores ab eveniet.,"Fuga amet sed cumque labore.
Autem iure eius odio hic aspernatur libero labore. Veritatis ducimus asperiores distinctio.
Laudantium maxime dolores illo. Error est mollitia fugiat facilis delectus.",Diagnostyczny,9,226,2023-06-15,2023-07-19,1,23
200,Soluta esse sint ipsum.,"Ratione veniam vero libero. Similique assumenda eos eius.
Hic asperiores est porro accusantium. Voluptatem illo voluptas laudantium porro.",Zajęcia dodatkowe,47,8044,2023-06-21,2023-10-28,1,5
